tcp,cbr rate,t1_throughput,t1_drop_rate,t1_latency,t2_throughput,t2_drop_rate,t2_latency
Vegas Vegas,6mb,1.9468,0.0,0.0397237386069,2.0488,0.0,0.0397153939477
Vegas Vegas,6mb,1.93816,0.0,0.0398173565031,2.05304,0.0,0.0398002598293
Vegas Vegas,7mb,1.64736,0.0,0.0449839492521,1.40432,0.0,0.0449310736015
Vegas Vegas,7mb,1.44736,0.0,0.0445415789852,1.55512,0.0,0.0445478436134
Vegas Vegas,7mb,1.584,0.0,0.044692394596,1.41568,0.0,0.0446437093128
Vegas Vegas,7mb,1.34856,0.0,0.0468667191671,1.71568,0.0,0.0469193593677
Vegas Vegas,7mb,1.71088,0.0,0.0441927266436,1.30568,0.0,0.0441681826481
Vegas Vegas,7mb,1.40192,0.0,0.0422349774595,1.5984,0.0,0.0423097618619
Vegas Vegas,7mb,1.3012,0.0,0.0442025121426,1.7108,0.0,0.0442048671499
Vegas Vegas,7mb,1.32912,0.0,0.0445969823643,1.71552,0.0,0.0445508738109
Vegas Vegas,7mb,1.71216,0.0,0.0443677244183,1.29664,0.0,0.0443596657206
Vegas Vegas,7mb,1.31648,0.0,0.041802435282,1.6912,0.0,0.0418042150426
Vegas Vegas,8mb,0.96888,0.0,0.0529721778548,1.0416,0.0,0.0529903503072
Vegas Vegas,8mb,1.13248,0.0,0.0532346637468,0.9132,0.0,0.0532477832676
Vegas Vegas,8mb,1.16672,0.0,0.0531817357378,0.90216,0.0,0.0528798031391
Vegas Vegas,8mb,1.00768,0.0,0.0496777831057,1.01168,0.0,0.0498504528705
Vegas Vegas,8mb,1.00776,0.0,0.0499831570215,1.02272,0.0,0.0501609931946
Vegas Vegas,8mb,1.03304,0.0,0.0517054169442,0.9928,0.0,0.051759083884
Vegas Vegas,8mb,1.37672,0.0,0.0608352650357,0.62784,0.0,0.0606318988277
Vegas Vegas,8mb,1.18112,0.0,0.0571400997697,0.84112,0.0,0.0570264831653
Vegas Vegas,8mb,0.6552,0.0,0.0573232832723,1.35592,0.0,0.0576044193168
Vegas Vegas,8mb,0.96624,0.0,0.0532093870674,1.04736,0.0,0.053234723648
Vegas Vegas,9mb,0.59952,0.0,0.0879631866827,0.42064,0.0,0.0873604321035
Vegas Vegas,9mb,0.48032,0.0,0.0733503299467,0.55168,0.0,0.0730455381381
Vegas Vegas,9mb,0.39136,0.0,0.0962662461161,0.62576,0.0,0.0973665125288
Vegas Vegas,9mb,0.48488,0.0,0.0746996124402,0.5436,0.0,0.0737501378955
Vegas Vegas,9mb,0.74168,0.000646760806295,0.101773579333,0.29344,0.000817216017434,0.0991001262268
Vegas Vegas,9mb,0.39248,0.0,0.0960842780269,0.63304,0.000252684775742,0.0971174009857
Vegas Vegas,9mb,0.41352,0.0,0.0896661342619,0.61,0.000262226301298,0.0904544279344
Vegas Vegas,9mb,0.39304,0.0,0.0957428780786,0.63672,0.000125628140704,0.0967958893077
Vegas Vegas,9mb,0.59144,0.0,0.0667704346003,0.4136,0.0,0.0665184742747
Vegas Vegas,9mb,0.5052,0.000158328055731,0.0676775808393,0.4936,0.0,0.0674758218801
Vegas Vegas,10mb,0.3244,0.0499062792877,0.111115655487,0.15944,0.0158024691358,0.108809479177
Vegas Vegas,10mb,0.13784,0.0176738882554,0.109013291933,0.33032,0.0486175115207,0.110638326713
Vegas Vegas,10mb,0.30288,0.0551534814075,0.11017485552,0.326,0.0492300513299,0.11103791092
Vegas Vegas,10mb,0.31824,0.0512759360839,0.111162437657,0.32192,0.0504955167532,0.110034866054
Vegas Vegas,10mb,0.28544,0.0354149770208,0.110964111827,0.1956,0.0172829581994,0.109489924335
Vegas Vegas,10mb,0.18016,0.0255300735612,0.10987724556,0.3408,0.0474060822898,0.111055362207
Vegas Vegas,10mb,0.14144,0.0242825607064,0.110141009615,0.17872,0.0274270787984,0.109998689794
Vegas Vegas,10mb,0.33088,0.0419272643039,0.1109809456,0.14928,0.0163415919873,0.10860076045
Vegas Vegas,10mb,0.37376,0.0384852850381,0.111052041952,0.13544,0.0219526285384,0.108685439457
Vegas Vegas,10mb,0.17384,0.0211711711712,0.109255007363,0.32616,0.0474299065421,0.110984077508
Newreno Vegas,1mb,8.3008672,0.0,0.0698097300418,0.7008,0.0,0.0687427523973
Newreno Vegas,1mb,7.5751136,0.0,0.0793856205957,1.56112,0.0,0.0752190307984
Newreno Vegas,1mb,8.2692512,0.0,0.0701826192915,0.85912,0.0,0.0660998434677
Newreno Vegas,1mb,8.3089376,0.0,0.0697199910282,0.66704,0.0,0.0696039138882
Newreno Vegas,1mb,7.593168,0.0,0.0791285942256,1.44328,0.0,0.0776028186353
Newreno Vegas,1mb,7.6022368,0.0,0.0790093159761,1.40352,0.0,0.0783223920999
Newreno Vegas,1mb,7.579856,0.0,0.0793174305691,1.51032,0.0,0.0764148942211
Newreno Vegas,1mb,8.3225824,0.0,0.069548940579,0.67376,0.0,0.0686715732605
Newreno Vegas,1mb,8.322416,0.0,0.0695455192642,0.69592,0.0,0.0678231778365
Newreno Vegas,1mb,7.6327712,0.0,0.0785617560741,1.49904,0.0,0.0744711932971
Newreno Vegas,2mb,6.763248,0.0,0.0925308101365,1.24536,0.0,0.0917008182052
Newreno Vegas,2mb,7.2818336,0.0,0.0838038606538,0.70312,0.0,0.0834513033337
Newreno Vegas,2mb,7.4302624,3.35908632852e-05,0.0799862359501,0.66392,0.000240934827129,0.0703195236776
Newreno Vegas,2mb,7.4470688,0.0,0.0812595551844,0.62368,0.0,0.075921131606
Newreno Vegas,2mb,7.449648,3.35034564399e-05,0.0798400734309,0.67104,0.000357525920629,0.0686961013352
Newreno Vegas,2mb,7.4398304,1.11828053185e-05,0.0800468576748,0.6096,0.000131216375804,0.0736104305774
Newreno Vegas,2mb,6.8305568,0.0,0.0913397815077,1.22784,0.0,0.0883685244983
Newreno Vegas,2mb,6.7758112,0.0,0.0923261478616,1.28672,0.0,0.0891187122606
Newreno Vegas,2mb,7.4430752,0.0,0.0813258416517,0.6048,0.0,0.0773114510582
Newreno Vegas,2mb,7.3673632,6.77529726617e-05,0.079285101817,0.80208,0.000299132515704,0.0631186378416
Newreno Vegas,3mb,6.5784608,1.26470216264e-05,0.0943404913177,0.4472,0.0,0.0868356300537
Newreno Vegas,3mb,6.565232,3.80165498714e-05,0.0944433935496,0.44952,0.000355808574987,0.0866415584624
Newreno Vegas,3mb,6.536528,6.36375206822e-05,0.0934756941895,0.50704,0.00110323089046,0.0792771101294
Newreno Vegas,3mb,6.509072,7.66861364246e-05,0.0936077178117,0.51336,0.000311575011684,0.0798818879539
Newreno Vegas,3mb,6.592688,2.52391408596e-05,0.0940082832913,0.59648,0.0,0.0722285484174
Newreno Vegas,3mb,6.576048,2.53030034665e-05,0.0943203037449,0.43672,0.00018315018315,0.0881914969775
Newreno Vegas,3mb,6.579376,1.26452624524e-05,0.0943426198533,0.4176,0.000191534188853,0.091049187931
Newreno Vegas,3mb,6.5907744,1.26233936732e-05,0.0941265167073,0.48144,0.000166140554909,0.0821654820538
Newreno Vegas,3mb,6.5925216,0.0,0.09571168924,0.39568,0.0,0.0952827638496
Newreno Vegas,3mb,6.5051616,7.67322300944e-05,0.0936718924771,0.53312,0.000300030003,0.0781556219988
Newreno Vegas,4mb,5.3995168,0.000569791794998,0.0818233372779,0.53904,0.000445037828215,0.0722936153161
Newreno Vegas,4mb,5.4743968,0.00047090991949,0.0839290488913,0.51392,0.0,0.0755794343088
Newreno Vegas,4mb,5.5005216,0.000438450606271,0.0834161544023,0.46648,0.00017146776406,0.0777370102898
Newreno Vegas,4mb,5.5074272,0.000407713332226,0.0837397786875,0.56784,0.000422475707647,0.0692220897436
Newreno Vegas,4mb,5.4192352,0.000598388952819,0.083336489852,0.50544,0.00158027812895,0.0753480132953
Newreno Vegas,4mb,5.4796384,0.00047045968464,0.083256631897,0.48464,0.0003300330033,0.0765774054143
Newreno Vegas,4mb,5.4684064,0.000684181718664,0.0822372121198,0.55576,0.00115025161754,0.0683376274651
Newreno Vegas,4mb,5.4906208,0.000454380225373,0.0838722890414,0.60752,0.0,0.0687100413484
Newreno Vegas,4mb,5.4222304,0.000628708999739,0.0828527507365,0.518,0.000463105896882,0.0739248835521
Newreno Vegas,4mb,5.432464,0.000612229279865,0.0832979774562,0.58648,0.000681570338059,0.0699815332151
Newreno Vegas,5mb,4.4256608,0.000920308772984,0.0800859321352,0.53192,0.00120174252666,0.0680075958791
Newreno Vegas,5mb,4.30552,0.00125446299334,0.0798276680966,0.60416,0.000397088021178,0.0678155553496
Newreno Vegas,5mb,4.3643424,0.00135166006701,0.0801955394132,0.65128,0.00085910652921,0.0640887858985
Newreno Vegas,5mb,4.3598496,0.0013530510348,0.0799871524149,0.59336,0.00134643866972,0.0668145291897
Newreno Vegas,5mb,4.493552,0.00103577109459,0.0811384626921,0.4516,0.00176834659593,0.0752083705934
Newreno Vegas,5mb,4.3120096,0.00134879956838,0.0797584442193,0.67192,0.00047602046888,0.0642760776283
Newreno Vegas,5mb,4.3484512,0.00131842934938,0.0795431942563,0.68656,0.00104760796182,0.0632899199487
Newreno Vegas,5mb,4.3889696,0.00115499678116,0.0803264942847,0.6212,0.000643500643501,0.0664527457824
Newreno Vegas,5mb,4.3460384,0.00130006691521,0.0801508883741,0.54696,0.000876808417361,0.0683685821267
Newreno Vegas,5mb,4.3175008,0.00102027066048,0.0797926841831,0.61168,0.000522875816993,0.0671735932514
Newreno Vegas,6mb,3.6055584,0.00158964198498,0.0828741189284,0.39424,0.0028328611898,0.0739173013393
Newreno Vegas,6mb,3.6183712,0.00151525587162,0.0833379749144,0.3736,0.00447665742912,0.0755113633833
Newreno Vegas,6mb,3.4849184,0.00159698717643,0.0829918750448,0.54448,0.00234535326884,0.0693185639142
Newreno Vegas,6mb,3.5095456,0.00134943181818,0.08331285717,0.50856,0.0012568735271,0.0719084703476
Newreno Vegas,6mb,3.6327648,0.00125803426428,0.0842038802675,0.40616,0.00294579732914,0.0734045938546
Newreno Vegas,6mb,3.568368,0.00123419416436,0.0825253998601,0.46664,0.00273551034365,0.0710661926967
Newreno Vegas,6mb,3.524272,0.00150858004903,0.0837059463173,0.45048,0.000887154009936,0.0751504945836
Newreno Vegas,6mb,3.4966496,0.00149675702644,0.0823484146521,0.48616,0.00229847315712,0.070138169327
Newreno Vegas,6mb,3.4786784,0.00150447761194,0.0824538350952,0.488,0.00147323620887,0.0723648268852
Newreno Vegas,6mb,3.4944864,0.00178244646719,0.0818929187896,0.57528,0.00194309507287,0.0652662671395
Newreno Vegas,7mb,2.576208,0.0024483747302,0.0853085889876,0.48864,0.00147130946542,0.076663792076
Newreno Vegas,7mb,2.516304,0.0028682579454,0.0843972439742,0.5344,0.000448900194523,0.0740224808383
Newreno Vegas,7mb,2.5602336,0.00239893668752,0.0857275767393,0.48864,0.000327332242226,0.0762809734774
Newreno Vegas,7mb,2.547504,0.00247589262445,0.0846540521881,0.47376,0.000674991562605,0.0773278090172
Newreno Vegas,7mb,2.5701344,0.0027761637291,0.0862234103975,0.45688,0.000175070028011,0.0787201528629
Newreno Vegas,7mb,2.5886048,0.00288424560954,0.0857708571061,0.47072,0.00152723570338,0.0764726983345
Newreno Vegas,7mb,2.840368,0.00207535587969,0.0830778637376,0.16776,0.00663192799621,0.0787350061993
Newreno Vegas,7mb,2.575376,0.00264200792602,0.0863999336779,0.44128,0.000905633037493,0.0790752095722
Newreno Vegas,7mb,2.5345248,0.00336964700494,0.0849486704307,0.53528,0.00134328358209,0.0724241386938
Newreno Vegas,7mb,2.5688032,0.00251986819151,0.084977194682,0.45064,0.00106401844299,0.0773060312445
Newreno Vegas,8mb,1.6080928,0.00764965602218,0.0821366552848,0.4804,0.000998170021627,0.0717735896753
Newreno Vegas,8mb,1.5941984,0.00653255910411,0.0849242499217,0.42568,0.00150121974104,0.0795459915429
Newreno Vegas,8mb,1.6164128,0.00766126972777,0.0831922120027,0.44176,0.00162719218948,0.0753702484607
Newreno Vegas,8mb,1.5699872,0.00799032749829,0.0834636755339,0.50656,0.00173419517578,0.0724804663613
Newreno Vegas,8mb,1.5981088,0.00641390368799,0.0837098234161,0.46096,0.00259650337545,0.0753978812912
Newreno Vegas,8mb,1.606096,0.00781209847356,0.0826531705776,0.42808,0.00260950605778,0.0757051562325
Newreno Vegas,8mb,1.5542624,0.00733262486716,0.0828353788138,0.498,0.00160384923817,0.0734946412851
Newreno Vegas,8mb,1.572816,0.00755945193973,0.0816053307062,0.45064,0.00177210703526,0.075230761406
Newreno Vegas,8mb,1.5791392,0.00638643145056,0.0826000281861,0.48,0.00332225913621,0.0745451753333
Newreno Vegas,8mb,1.5780576,0.00701497225421,0.0837161611135,0.4468,0.00143035937779,0.0779249357207
Newreno Vegas,9mb,0.85064,0.0167323781133,0.0934522156479,0.19344,0.00738916256158,0.0908909652605
Newreno Vegas,9mb,0.8520544,0.0157601383817,0.0938457498535,0.17808,0.00580616346583,0.090157844115
Newreno Vegas,9mb,0.8603744,0.0195297686765,0.0901819615161,0.16128,0.0103092783505,0.0865079806548
Newreno Vegas,9mb,0.7227616,0.0209601081812,0.0970533395488,0.34984,0.00591043418959,0.0935275922708
Newreno Vegas,9mb,0.824016,0.018237684607,0.0944179290257,0.20752,0.00689127105666,0.0923374417887
Newreno Vegas,9mb,0.7958112,0.0162484574249,0.0949486829396,0.2632,0.00423728813559,0.0923595772036
Newreno Vegas,9mb,0.7581216,0.0189471417806,0.0960103557555,0.29248,0.00840791971793,0.0943367951313
Newreno Vegas,9mb,0.744144,0.0199408348855,0.0972506184461,0.31464,0.0137913741224,0.0962680434783
Newreno Vegas,9mb,0.8484768,0.0198923697867,0.0924061608981,0.19264,0.00536968194961,0.0904907051495
Newreno Vegas,9mb,0.7356576,0.0194056331781,0.0982259580459,0.33352,0.0151193007323,0.0947501295275
Newreno Vegas,10mb,0.254512,0.0650779101742,0.109902993137,0.19296,0.0589153335934,0.111209908375
Newreno Vegas,10mb,0.2364576,0.0573607427056,0.110780964474,0.20064,0.0456621004566,0.110022837321
Newreno Vegas,10mb,0.24744,0.0564541706311,0.110905922689,0.18304,0.0521955260978,0.11001098208
Newreno Vegas,10mb,0.2386208,0.0602685882738,0.110776025444,0.18976,0.0646687697161,0.109148370573
Newreno Vegas,10mb,0.2451936,0.0611464968153,0.11033955597,0.17768,0.0573005093379,0.110198533543
Newreno Vegas,10mb,0.1200608,0.085497150095,0.108381771468,0.33808,0.0464801444043,0.110900353289
Newreno Vegas,10mb,0.2329632,0.0594358629953,0.110853802213,0.14296,0.0170517051705,0.108686280358
Newreno Vegas,10mb,0.2263072,0.0671923208776,0.109641761852,0.12496,0.0316181029138,0.1104624379
Newreno Vegas,10mb,0.2337952,0.0807717462394,0.109459323372,0.22528,0.0656934306569,0.111184068182
Newreno Vegas,10mb,0.236208,0.0558510638298,0.110864544366,0.2192,0.0489413398126,0.110282487591
